GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Married-couple family:,Margin of Error; Married-couple family:,Estimate; Married-couple family: - With own children of the householder under 18 years:,Margin of Error; Married-couple family: - With own children of the householder under 18 years:,Estimate; Married-couple family: - With own children of the householder under 18 years: - Under 6 years only,Margin of Error; Married-couple family: - With own children of the householder under 18 years: - Under 6 years only,Estimate; Married-couple family: - With own children of the householder under 18 years: - Under 6 years and 6 to 17 years,Margin of Error; Married-couple family: - With own children of the householder under 18 years: - Under 6 years and 6 to 17 years,Estimate; Married-couple family: - With own children of the householder under 18 years: - 6 to 17 years only,Margin of Error; Married-couple family: - With own children of the householder under 18 years: - 6 to 17 years only,Estimate; Married-couple family: - No own children of the householder under 18 years,Margin of Error; Married-couple family: - No own children of the householder under 18 years,Estimate; Other family:,Margin of Error; Other family:,"Estimate; Other family: - Male householder, no wife present:","Margin of Error; Other family: - Male householder, no wife present:","Estimate; Other family: - Male householder, no wife present: - With own children of the householder under 18 years:","Margin of Error; Other family: - Male householder, no wife present: - With own children of the householder under 18 years:","Estimate; Other family: - Male householder, no wife present: - With own children of the householder under 18 years: - Under 6 years only","Margin of Error; Other family: - Male householder, no wife present: - With own children of the householder under 18 years: - Under 6 years only","Estimate; Other family: - Male householder, no wife present: - With own children of the householder under 18 years: - Under 6 years and 6 to 17 years","Margin of Error; Other family: - Male householder, no wife present: - With own children of the householder under 18 years: - Under 6 years and 6 to 17 years","Estimate; Other family: - Male householder, no wife present: - With own children of the householder under 18 years: - 6 to 17 years only","Margin of Error; Other family: - Male householder, no wife present: - With own children of the householder under 18 years: - 6 to 17 years only","Estimate; Other family: - Male householder, no wife present: - No own children of the householder under 18 years","Margin of Error; Other family: - Male householder, no wife present: - No own children of the householder under 18 years","Estimate; Other family: - Female householder, no husband present:","Margin of Error; Other family: - Female householder, no husband present:","Estimate; Other family: - Female householder, no husband present: - With own children of the householder under 18 years:","Margin of Error; Other family: - Female householder, no husband present: - With own children of the householder under 18 years:","Estimate; Other family: - Female householder, no husband present: - With own children of the householder under 18 years: - Under 6 years only","Margin of Error; Other family: - Female householder, no husband present: - With own children of the householder under 18 years: - Under 6 years only","Estimate; Other family: - Female householder, no husband present: - With own children of the householder under 18 years: - Under 6 years and 6 to 17 years","Margin of Error; Other family: - Female householder, no husband present: - With own children of the householder under 18 years: - Under 6 years and 6 to 17 years","Estimate; Other family: - Female householder, no husband present: - With own children of the householder under 18 years: - 6 to 17 years only","Margin of Error; Other family: - Female householder, no husband present: - With own children of the householder under 18 years: - 6 to 17 years only","Estimate; Other family: - Female householder, no husband present: - No own children of the householder under 18 years","Margin of Error; Other family: - Female householder, no husband present: - No own children of the householder under 18 years"
0400000US09,09,Connecticut,894413,4487,660846,4906,263372,3628,56588,1692,45173,1268,161611,2485,397474,2840,233567,3485,60024,1945,25676,1155,6618,621,3147,388,15911,861,34348,1394,173543,2737,94359,2178,15186,869,17735,971,61438,1798,79184,1790
0600000US0900100000,0900100000,"County subdivisions not defined, Fairfield County, Connecticut",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900104720,0900104720,"Bethel town, Fairfield County, Connecticut",5118,196,4180,232,1799,200,300,98,299,85,1200,179,2381,218,938,180,275,125,99,92,72,86,0,19,27,33,176,76,663,150,419,121,35,46,55,42,329,96,244,85
0600000US0900108070,0900108070,"Bridgeport town, Fairfield County, Connecticut",32376,681,16411,682,7507,495,1727,312,1678,243,4102,387,8904,498,15965,647,3572,377,1449,262,525,180,290,122,634,204,2123,288,12393,574,6894,471,1175,238,1760,252,3959,377,5499,426
0600000US0900108980,0900108980,"Brookfield town, Fairfield County, Connecticut",4607,195,3945,211,1751,173,266,107,351,134,1134,165,2194,233,662,162,194,109,83,87,0,19,53,83,30,31,111,63,468,144,205,99,10,16,25,20,170,91,263,100
0600000US0900118500,0900118500,"Danbury town, Fairfield County, Connecticut",19705,456,13997,548,5721,406,1358,254,1326,305,3037,375,8276,434,5708,468,2002,382,808,260,285,138,150,117,373,166,1194,262,3706,355,1978,316,329,141,499,158,1150,264,1728,252
0600000US0900118850,0900118850,"Darien town, Fairfield County, Connecticut",5560,136,5068,155,3103,162,576,111,544,89,1983,155,1965,167,492,133,112,65,81,45,0,22,0,22,81,45,31,39,380,121,233,98,16,17,30,37,187,83,147,69
0600000US0900123890,0900123890,"Easton town, Fairfield County, Connecticut",2070,106,1829,122,834,102,90,45,75,41,669,103,995,137,241,83,134,63,73,50,6,11,27,39,40,34,61,40,107,54,61,40,7,11,6,9,48,39,46,36
0600000US0900126620,0900126620,"Fairfield town, Fairfield County, Connecticut",15078,280,12983,341,6496,270,1344,188,1047,152,4105,278,6487,296,2095,242,581,142,297,103,46,41,22,22,229,86,284,77,1514,224,673,155,87,63,66,55,520,125,841,165
