GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Married-couple family:,Margin of Error; Married-couple family:,Estimate; Married-couple family: - With own children of the householder under 18 years:,Margin of Error; Married-couple family: - With own children of the householder under 18 years:,Estimate; Married-couple family: - With own children of the householder under 18 years: - Under 6 years only,Margin of Error; Married-couple family: - With own children of the householder under 18 years: - Under 6 years only,Estimate; Married-couple family: - With own children of the householder under 18 years: - Under 6 years and 6 to 17 years,Margin of Error; Married-couple family: - With own children of the householder under 18 years: - Under 6 years and 6 to 17 years,Estimate; Married-couple family: - With own children of the householder under 18 years: - 6 to 17 years only,Margin of Error; Married-couple family: - With own children of the householder under 18 years: - 6 to 17 years only,Estimate; Married-couple family: - No own children of the householder under 18 years,Margin of Error; Married-couple family: - No own children of the householder under 18 years,Estimate; Other family:,Margin of Error; Other family:,"Estimate; Other family: - Male householder, no wife present:","Margin of Error; Other family: - Male householder, no wife present:","Estimate; Other family: - Male householder, no wife present: - With own children of the householder under 18 years:","Margin of Error; Other family: - Male householder, no wife present: - With own children of the householder under 18 years:","Estimate; Other family: - Male householder, no wife present: - With own children of the householder under 18 years: - Under 6 years only","Margin of Error; Other family: - Male householder, no wife present: - With own children of the householder under 18 years: - Under 6 years only","Estimate; Other family: - Male householder, no wife present: - With own children of the householder under 18 years: - Under 6 years and 6 to 17 years","Margin of Error; Other family: - Male householder, no wife present: - With own children of the householder under 18 years: - Under 6 years and 6 to 17 years","Estimate; Other family: - Male householder, no wife present: - With own children of the householder under 18 years: - 6 to 17 years only","Margin of Error; Other family: - Male householder, no wife present: - With own children of the householder under 18 years: - 6 to 17 years only","Estimate; Other family: - Male householder, no wife present: - No own children of the householder under 18 years","Margin of Error; Other family: - Male householder, no wife present: - No own children of the householder under 18 years","Estimate; Other family: - Female householder, no husband present:","Margin of Error; Other family: - Female householder, no husband present:","Estimate; Other family: - Female householder, no husband present: - With own children of the householder under 18 years:","Margin of Error; Other family: - Female householder, no husband present: - With own children of the householder under 18 years:","Estimate; Other family: - Female householder, no husband present: - With own children of the householder under 18 years: - Under 6 years only","Margin of Error; Other family: - Female householder, no husband present: - With own children of the householder under 18 years: - Under 6 years only","Estimate; Other family: - Female householder, no husband present: - With own children of the householder under 18 years: - Under 6 years and 6 to 17 years","Margin of Error; Other family: - Female householder, no husband present: - With own children of the householder under 18 years: - Under 6 years and 6 to 17 years","Estimate; Other family: - Female householder, no husband present: - With own children of the householder under 18 years: - 6 to 17 years only","Margin of Error; Other family: - Female householder, no husband present: - With own children of the householder under 18 years: - 6 to 17 years only","Estimate; Other family: - Female householder, no husband present: - No own children of the householder under 18 years","Margin of Error; Other family: - Female householder, no husband present: - No own children of the householder under 18 years"
0400000US09,09,Connecticut,895639,4515,661596,4776,268567,3511,57749,1900,46418,1261,164400,2494,393029,2680,234043,2856,58815,1484,25528,1007,6571,539,3258,394,15699,825,33287,1239,175228,2335,97451,1924,16180,951,18314,965,62957,1706,77777,1982
0600000US0900100000,0900100000,"County subdivisions not defined, Fairfield County, Connecticut",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900104720,0900104720,"Bethel town, Fairfield County, Connecticut",5121,166,4026,224,1698,188,290,105,255,89,1153,172,2328,193,1095,201,310,114,128,76,56,76,0,19,72,49,182,71,785,168,478,150,38,46,70,30,370,141,307,121
0600000US0900108070,0900108070,"Bridgeport town, Fairfield County, Connecticut",32252,623,16259,652,7273,513,1653,313,1725,258,3895,390,8986,521,15993,698,3386,392,1319,256,449,154,257,119,613,182,2067,317,12607,677,7080,521,1400,216,1785,284,3895,444,5527,425
0600000US0900108980,0900108980,"Brookfield town, Fairfield County, Connecticut",4679,179,4132,202,1715,141,275,110,338,124,1102,145,2417,232,547,142,153,99,75,86,0,19,50,80,25,32,78,51,394,115,177,91,29,33,23,27,125,81,217,83
0600000US0900118500,0900118500,"Danbury town, Fairfield County, Connecticut",18772,526,13511,575,5520,386,1256,200,1252,231,3012,308,7991,451,5261,452,1861,342,718,222,222,112,127,107,369,178,1143,257,3400,399,1843,277,298,136,368,138,1177,247,1557,266
0600000US0900118850,0900118850,"Darien town, Fairfield County, Connecticut",5509,142,5023,170,3135,163,618,120,489,94,2028,181,1888,163,486,115,115,67,76,50,0,22,0,22,76,50,39,40,371,102,217,75,6,10,34,39,177,70,154,73
0600000US0900123890,0900123890,"Easton town, Fairfield County, Connecticut",2089,118,1820,145,824,98,104,52,101,49,619,102,996,152,269,87,138,63,86,50,5,8,26,40,55,36,52,39,131,54,80,43,13,15,5,8,62,40,51,33
0600000US0900126620,0900126620,"Fairfield town, Fairfield County, Connecticut",14923,314,12895,355,6592,285,1424,223,1104,156,4064,269,6303,327,2028,225,558,125,296,93,41,42,15,18,240,85,262,76,1470,201,607,148,81,59,65,48,461,136,863,143
